"id","role","semester","year","course_id","faculty_id"
"257","TA","SPRING","2023","CS532","300"
"401","Instructor","FALL","2023","CS111","131"
"402","TA","FALL","2023","CS111","303"
"403","Instructor","FALL","2023","CS112","121"
"404","TA","FALL","2023","CS112","301"
"405","Instructor","FALL","2023","CS113","229"
"406","TA","FALL","2023","CS113","302"
"407","Instructor","FALL","2023","CS121","111"
"408","TA","FALL","2023","CS121","300"
"409","Instructor","FALL","2023","CS122","225"
"410","TA","FALL","2023","CS122","304"
"411","Instructor","FALL","2023","CS123","227"
"412","TA","FALL","2023","CS123","304"
"413","Instructor","FALL","2023","CS131","230"
"414","TA","FALL","2022","CS131","305"
"415","Instructor","FALL","2023","CS132","221"
"416","TA","FALL","2023","CS132","305"
"417","Instructor","FALL","2023","CS141","121"
"418","TA","FALL","2023","CS141","301"
"419","Instructor","FALL","2023","CS142","131"
"420","TA","FALL","2023","CS142","301"
"421","TA","FALL","2023","CS231","305"
"423","Instructor","FALL","2023","CS211","111"
"424","TA","FALL","2023","CS211","301"
"425","Instructor","FALL","2023","CS212","230"
"426","TA","FALL","2023","CS212","303"
"427","Instructor","FALL","2023","CS213","227"
"428","TA","FALL","2023","CS213","302"
"429","Instructor","FALL","2023","CS221","221"
"430","TA","FALL","2023","CS221","303"
"431","Instructor","FALL","2023","CS222","230"
"432","TA","FALL","2023","CS222","304"
"433","Instructor","FALL","2023","CS231","229"
"434","Instructor","FALL","2023","CS235","225"
"435","TA","FALL","2023","CS235","301"
"436","Instructor","FALL","2023","CS241","131"
"437","TA","FALL","2023","CS241","302"
"438","Instructor","FALL","2023","CS242","111"
"439","TA","FALL","2023","CS242","303"
"440","Instructor","FALL","2023","CS411","121"
"441","TA","FALL","2023","CS411","304"
"442","Instructor","FALL","2023","CS413","221"
"443","TA","FALL","2023","CS413","301"
"444","Instructor","FALL","2023","CS421","225"
"445","TA","FALL","2023","CS421","305"
"446","Instructor","FALL","2023","CS422","227"
"447","TA","FALL","2023","CS422","302"
"448","Instructor","FALL","2023","CS441","228"
"449","TA","FALL","2023","CS441","303"
"450","Instructor","FALL","2023","CS443","221"
"451","TA","FALL","2023","CS443","304"
"452","Instructor","FALL","2023","CS511","121"
"453","TA","FALL","2023","CS511","305"
"454","Instructor","FALL","2022","CS531","230"
"455","TA","FALL","2023","CS531","302"
"456","Instructor","FALL","2023","CS532","229"
"457","TA","FALL","2023","CS532","300"
"2001","Instructor","SPRING","2022","EC111","1"
"2002","TA","SPRING","2022","EC111","100"
"2003","Instructor","SPRING","2022","EC121","21"
"2004","TA","SPRING","2022","EC121","101"
"2005","Instructor","SPRING","2022","EC131","33"
"2006","TA","SPRING","2022","EC131","102"
"2007","Instructor","SPRING","2022","EC141","41"
"2008","TA","SPRING","2022","EC141","102"
"2009","Instructor","SPRING","2022","EC151","51"
"2010","TA","SPRING","2022","EC151","100"
"2011","Instructor","SPRING","2022","EC211","1"
"2012","TA","SPRING","2022","EC211","101"
"2013","Instructor","SPRING","2022","EC221","21"
"2014","TA","SPRING","2022","EC221","101"
"2015","Instructor","SPRING","2022","EC222","33"
"2016","TA","SPRING","2022","EC222","100"
"2017","Instructor","SPRING","2022","EC231","41"
"2018","TA","SPRING","2022","EC231","102"
"2019","Instructor","SPRING","2022","EC411","51"
"2020","TA","SPRING","2022","EC411","100"
"2021","Instructor","SPRING","2022","EC421","51"
"2022","TA","SPRING","2022","EC421","101"
"2023","Instructor","SPRING","2022","EC431","21"
"2024","TA","SPRING","2022","EC431","102"
"2101","Instructor","FALL","2022","EC111","21"
"2102","TA","FALL","2022","EC111","101"
"2103","Instructor","SPRING","2022","EC121","1"
"2104","TA","FALL","2022","EC121","100"
"2105","Instructor","SPRING","2022","EC131","41"
"2106","TA","FALL","2022","EC131","102"
"2107","Instructor","SPRING","2022","EC141","33"
"2108","TA","FALL","2022","EC141","102"
"2109","Instructor","SPRING","2022","EC151","51"
"2110","TA","FALL","2022","EC151","101"
"2111","Instructor","SPRING","2022","EC211","51"
"2112","TA","FALL","2022","EC211","100"
"2113","Instructor","SPRING","2022","EC221","1"
"2114","TA","FALL","2022","EC221","102"
"2115","Instructor","SPRING","2022","EC222","33"
"2116","TA","FALL","2022","EC222","101"
"2117","Instructor","SPRING","2022","EC231","41"
"2118","TA","FALL","2022","EC231","100"
"2119","Instructor","SPRING","2022","EC411","21"
"2120","TA","FALL","2022","EC411","101"
"2121","Instructor","SPRING","2022","EC421","33"
"2122","TA","FALL","2022","EC421","102"
"2123","Instructor","SPRING","2022","EC431","21"
"2124","TA","FALL","2022","EC431","100"
"2201","Instructor","SPRING","2023","EC111","1"
"2202","TA","SPRING","2023","EC111","100"
"2203","Instructor","SPRING","2023","EC121","21"
"2204","TA","SPRING","2023","EC121","101"
"2205","Instructor","SPRING","2023","EC131","33"
"2206","TA","SPRING","2023","EC131","102"
"2207","Instructor","SPRING","2023","EC141","41"
"2208","TA","SPRING","2023","EC141","102"
"2209","Instructor","SPRING","2023","EC151","51"
"2210","TA","SPRING","2023","EC151","100"
"2211","Instructor","SPRING","2023","EC211","1"
"2212","TA","SPRING","2023","EC211","101"
"2213","Instructor","SPRING","2023","EC221","21"
"2214","TA","SPRING","2023","EC221","101"
"2215","Instructor","SPRING","2023","EC222","33"
"2216","TA","SPRING","2023","EC222","100"
"2217","Instructor","SPRING","2023","EC231","41"
"2218","TA","SPRING","2023","EC231","102"
"2219","Instructor","SPRING","2023","EC411","51"
"2220","TA","SPRING","2023","EC411","100"
"2221","Instructor","SPRING","2023","EC421","51"
"2222","TA","SPRING","2023","EC421","101"
"2223","Instructor","SPRING","2023","EC431","21"
"2224","TA","SPRING","2023","EC431","102"
"2301","Instructor","FALL","2023","EC111","1"
"2302","TA","FALL","2023","EC111","101"
"2303","Instructor","SPRING","2023","EC121","1"
"2304","TA","FALL","2023","EC121","102"
"2305","Instructor","SPRING","2023","EC131","41"
"2306","TA","FALL","2023","EC131","102"
"2307","Instructor","SPRING","2023","EC141","33"
"2308","TA","FALL","2023","EC141","100"
"2309","Instructor","SPRING","2023","EC151","51"
"2310","TA","FALL","2023","EC151","101"
"2311","Instructor","SPRING","2023","EC211","51"
"2312","TA","FALL","2023","EC211","102"
"2313","Instructor","SPRING","2023","EC221","21"
"2314","TA","FALL","2023","EC221","100"
"2315","Instructor","SPRING","2023","EC222","33"
"2316","TA","FALL","2023","EC222","101"
"2317","Instructor","SPRING","2023","EC231","41"
"2318","TA","FALL","2023","EC231","100"
"2319","Instructor","SPRING","2023","EC411","21"
"2320","TA","FALL","2023","EC411","101"
"2321","Instructor","SPRING","2023","EC421","33"
"2322","TA","FALL","2023","EC421","102"
"2323","Instructor","SPRING","2023","EC431","21"
"2324","TA","FALL","2023","EC431","100"
"3001","Instructor","SPRING","2022","ME111","401"
"3002","TA","SPRING","2022","ME111","510"
"3003","Instructor","SPRING","2022","ME121","421"
"3004","TA","SPRING","2022","ME121","511"
"3005","Instructor","SPRING","2022","ME131","441"
"3006","TA","SPRING","2022","ME131","512"
"3007","Instructor","SPRING","2022","ME141","431"
"3008","TA","SPRING","2022","ME141","510"
"3009","Instructor","SPRING","2022","ME151","451"
"3010","TA","SPRING","2022","ME151","511"
"3011","Instructor","SPRING","2022","ME161","401"
"3012","TA","SPRING","2022","ME161","512"
"3013","Instructor","SPRING","2022","ME211","441"
"3014","TA","SPRING","2022","ME211","510"
"3015","Instructor","SPRING","2022","ME221","421"
"3016","TA","SPRING","2022","ME221","511"
"3017","Instructor","SPRING","2022","ME411","451"
"3018","TA","SPRING","2022","ME411","512"
"3019","Instructor","SPRING","2022","ME421","431"
"3020","TA","SPRING","2022","ME421","511"
"3021","Instructor","SPRING","2022","ME431","401"
"3022","TA","SPRING","2022","ME431","510"
"3101","Instructor","FALL","2022","ME111","421"
"3102","TA","FALL","2022","ME111","510"
"3103","Instructor","FALL","2022","ME121","401"
"3104","TA","FALL","2022","ME121","511"
"3105","Instructor","FALL","2022","ME131","431"
"3106","TA","FALL","2022","ME131","512"
"3107","Instructor","FALL","2022","ME141","441"
"3108","TA","FALL","2022","ME141","512"
"3109","Instructor","FALL","2022","ME151","451"
"3110","TA","FALL","2022","ME151","511"
"3111","Instructor","FALL","2022","ME161","401"
"3112","TA","FALL","2022","ME161","510"
"3113","Instructor","FALL","2022","ME211","441"
"3114","TA","FALL","2022","ME211","510"
"3115","Instructor","FALL","2022","ME221","451"
"3116","TA","FALL","2022","ME221","511"
"3117","Instructor","FALL","2022","ME411","421"
"3118","TA","FALL","2022","ME411","510"
"3119","Instructor","FALL","2022","ME421","431"
"3120","TA","FALL","2022","ME421","512"
"3121","Instructor","FALL","2022","ME431","401"
"3122","TA","FALL","2022","ME431","511"
"3201","Instructor","SPRING","2023","ME111","401"
"3202","TA","SPRING","2023","ME111","510"
"3203","Instructor","SPRING","2023","ME121","421"
"3204","TA","SPRING","2023","ME121","511"
"3205","Instructor","SPRING","2023","ME131","441"
"3206","TA","SPRING","2023","ME131","512"
"3207","Instructor","SPRING","2023","ME141","431"
"3208","TA","SPRING","2023","ME141","510"
"3209","Instructor","SPRING","2023","ME151","451"
"3210","TA","SPRING","2023","ME151","511"
"3211","Instructor","SPRING","2023","ME161","401"
"3212","TA","SPRING","2023","ME161","512"
"3213","Instructor","SPRING","2023","ME211","441"
"3214","TA","SPRING","2023","ME211","510"
"3215","Instructor","SPRING","2023","ME221","421"
"3216","TA","SPRING","2023","ME221","511"
"3217","Instructor","SPRING","2023","ME411","451"
"3218","TA","SPRING","2023","ME411","512"
"3219","Instructor","SPRING","2023","ME421","431"
"3220","TA","SPRING","2023","ME421","511"
"3221","Instructor","SPRING","2023","ME431","401"
"3222","TA","SPRING","2023","ME431","510"
"3301","Instructor","FALL","2023","ME111","421"
"3302","TA","FALL","2023","ME111","510"
"3303","Instructor","FALL","2023","ME121","401"
"3304","TA","FALL","2023","ME121","511"
"3305","Instructor","FALL","2023","ME131","431"
"3306","TA","FALL","2023","ME131","512"
"3307","Instructor","FALL","2023","ME141","441"
"3308","TA","FALL","2023","ME141","512"
"3309","Instructor","FALL","2023","ME151","451"
"3310","TA","FALL","2023","ME151","511"
"3311","Instructor","FALL","2023","ME161","401"
"3312","TA","FALL","2023","ME161","510"
"3313","Instructor","FALL","2023","ME211","441"
"3314","TA","FALL","2023","ME211","510"
"3315","Instructor","FALL","2023","ME221","451"
"3316","TA","FALL","2023","ME221","511"
"3317","Instructor","FALL","2023","ME411","421"
"3318","TA","FALL","2023","ME411","510"
"3319","Instructor","FALL","2023","ME421","431"
"3320","TA","FALL","2023","ME421","512"
"3321","Instructor","FALL","2023","ME431","401"
"3322","TA","FALL","2023","ME431","511"
"4001","Instructor","SPRING","2022","CE111","681"
"4002","TA","SPRING","2022","CE111","739"
"4003","Instructor","SPRING","2022","CE121","691"
"4004","TA","SPRING","2022","CE121","740"
"4005","Instructor","SPRING","2022","CE131","703"
"4006","TA","SPRING","2022","CE131","741"
"4007","Instructor","SPRING","2022","CE141","724"
"4008","TA","SPRING","2022","CE141","739"
"4009","Instructor","SPRING","2022","CE151","724"
"4010","TA","SPRING","2022","CE151","741"
"4011","Instructor","SPRING","2022","CE161","715"
"4012","TA","SPRING","2022","CE161","740"
"4013","Instructor","SPRING","2022","CE221","691"
"4014","TA","SPRING","2022","CE221","739"
"4015","Instructor","SPRING","2022","CE231","681"
"4016","TA","SPRING","2022","CE231","740"
"4017","Instructor","SPRING","2022","CE241","715"
"4018","TA","SPRING","2022","CE241","741"
"4019","Instructor","SPRING","2022","CE421","703"
"4020","TA","SPRING","2022","CE421","741"
"4021","Instructor","SPRING","2022","CE431","691"
"4022","TA","SPRING","2022","CE431","740"
"4023","Instructor","SPRING","2022","CE441","715"
"4024","TA","SPRING","2022","CE441","739"
"4100","Instructor","FALL","2022","CE121","681"
"4101","TA","FALL","2022","CE121","741"
"4102","Instructor","FALL","2022","CE131","724"
"4103","TA","FALL","2022","CE131","740"
"4105","Instructor","FALL","2022","CE141","703"
"4106","TA","FALL","2022","CE141","739"
"4107","Instructor","FALL","2022","CE151","724"
"4108","TA","FALL","2022","CE151","741"
"4109","Instructor","FALL","2022","CE161","703"
"4110","TA","FALL","2022","CE161","740"
"4111","Instructor","FALL","2022","CE221","681"
"4112","TA","FALL","2022","CE221","739"
"4113","Instructor","FALL","2022","CE231","691"
"4114","TA","FALL","2022","CE231","739"
"4115","Instructor","FALL","2022","CE241","715"
"4116","TA","FALL","2022","CE241","740"
"4117","Instructor","FALL","2022","CE421","703"
"4118","TA","FALL","2022","CE421","741"
"4119","Instructor","FALL","2022","CE431","691"
"4120","TA","FALL","2022","CE431","739"
"4121","Instructor","FALL","2022","CE441","715"
"4122","TA","FALL","2022","CE441","740"
"4201","Instructor","SPRING","2023","CE111","681"
"4202","TA","SPRING","2023","CE111","740"
"4203","Instructor","SPRING","2023","CE121","691"
"4204","TA","SPRING","2023","CE121","741"
"4205","Instructor","SPRING","2023","CE131","703"
"4206","TA","SPRING","2023","CE131","739"
"4207","Instructor","SPRING","2023","CE141","724"
"4208","TA","SPRING","2023","CE141","739"
"4209","Instructor","SPRING","2023","CE151","703"
"4210","TA","SPRING","202","CE151","740"
"4211","Instructor","SPRING","2023","CE161","691"
"4212","TA","SPRING","2023","CE161","741"
"4213","Instructor","SPRING","2023","CE221","691"
"4214","TA","SPRING","2023","CE221","739"
"4215","Instructor","SPRING","2023","CE231","681"
"4216","TA","SPRING","2023","CE231","741"
"4217","Instructor","SPRING","2023","CE241","715"
"4218","TA","SPRING","2023","CE241","739"
"4219","Instructor","SPRING","2023","CE421","724"
"4220","TA","SPRING","2023","CE421","740"
"4221","Instructor","SPRING","2023","CE431","691"
"4222","TA","SPRING","2023","CE431","740"
"4223","Instructor","SPRING","2023","CE441","715"
"4224","TA","SPRING","2023","CE441","739"
"4300","Instructor","FALL","2023","CE121","724"
"4301","TA","FALL","2023","CE121","739"
"4302","Instructor","FALL","2023","CE131","724"
"4303","TA","FALL","2023","CE131","739"
"4304","Instructor","FALL","2023","CE141","703"
"4305","TA","FALL","2023","CE141","740"
"4306","Instructor","FALL","2023","CE151","703"
"4307","TA","FALL","2023","CE151","740"
"4308","Instructor","FALL","2023","CE161","681"
"4309","TA","FALL","2023","CE161","741"
"4310","Instructor","FALL","2023","CE221","681"
"4311","TA","FALL","2023","CE221","741"
"4312","Instructor","FALL","2023","CE231","691"
"4313","TA","FALL","2023","CE231","741"
"4314","Instructor","FALL","2023","CE241","715"
"4315","TA","FALL","2023","CE241","739"
"4316","Instructor","FALL","2023","CE421","715"
"4317","TA","FALL","2023","CE421","739"
"4318","Instructor","FALL","2023","CE431","691"
"4319","TA","FALL","2023","CE431","740"
"4320","Instructor","FALL","2023","CE441","715"
"4321","TA","FALL","2023","CE441","740"
"5001","Instructor","SPRING","2022","MA111","601"
"5002","TA","SPRING","2022","MA111","671"
"5003","Instructor","SPRING","2022","MA121","621"
"5004","TA","SPRING","2022","MA121","672"
"5005","Instructor","SPRING","2022","MA122","631"
"5006","TA","SPRING","2022","MA122","673"
"5007","Instructor","SPRING","2022","MA131","641"
"5008","TA","SPRING","2022","MA131","671"
"5009","Instructor","SPRING","2022","MA141","651"
"5010","TA","SPRING","2022","MA141","672"
"5011","Instructor","SPRING","2022","MA142","601"
"5012","TA","SPRING","2022","MA142","673"
"5013","Instructor","SPRING","2022","MA211","631"
"5014","TA","SPRING","2022","MA211","671"
"5015","Instructor","SPRING","2022","MA221","621"
"5016","TA","SPRING","2022","MA221","672"
"5017","Instructor","SPRING","2022","MA231","641"
"5018","TA","SPRING","2022","MA231","673"
"5019","Instructor","SPRING","2022","MA241","651"
"5020","TA","SPRING","2022","MA241","673"
"5021","Instructor","SPRING","2022","MA411","601"
"5022","TA","SPRING","2022","MA411","672"
"5023","Instructor","SPRING","2022","MA421","631"
"5024","TA","SPRING","2022","MA421","671"
"5025","Instructor","SPRING","2022","MA431","621"
"5026","TA","SPRING","2022","MA431","673"
"5027","Instructor","SPRING","2022","MA441","601"
"5028","TA","SPRING","2022","MA441","672"
"5101","Instructor","FALL","2022","MA111","621"
"5102","TA","FALL","2022","MA111","671"
"5103","Instructor","FALL","2022","MA121","601"
"5104","TA","FALL","2022","MA121","672"
"5105","Instructor","FALL","2022","MA122","631"
"5106","TA","FALL","2022","MA122","673"
"5107","Instructor","FALL","2022","MA131","641"
"5108","TA","FALL","2022","MA131","672"
"5109","Instructor","FALL","2022","MA141","651"
"5110","TA","FALL","2022","MA141","671"
"5111","Instructor","FALL","2022","MA142","621"
"5112","TA","FALL","2022","MA142","673"
"5113","Instructor","FALL","2022","MA211","631"
"5114","TA","FALL","2022","MA211","671"
"5115","Instructor","FALL","2022","MA221","641"
"5116","TA","FALL","2022","MA221","672"
"5117","Instructor","FALL","2022","MA231","651"
"5118","TA","FALL","2022","MA231","673"
"5119","Instructor","FALL","2022","MA241","651"
"5120","TA","FALL","2022","MA241","671"
"5121","Instructor","FALL","2022","MA411","631"
"5122","TA","FALL","2022","MA411","672"
"5123","Instructor","FALL","2022","MA421","641"
"5124","TA","FALL","2022","MA421","673"
"5125","Instructor","FALL","2022","MA431","621"
"5126","TA","FALL","2022","MA431","672"
"5127","Instructor","FALL","2022","MA441","601"
"5128","TA","FALL","2022","MA441","671"
"5201","Instructor","SPRING","2023","MA111","621"
"5202","TA","SPRING","2023","MA111","672"
"5203","Instructor","SPRING","2023","MA121","601"
"5204","TA","SPRING","2023","MA121","671"
"5205","Instructor","SPRING","2023","MA122","631"
"5206","TA","SPRING","2023","MA122","671"
"5207","Instructor","SPRING","2023","MA131","641"
"5208","TA","SPRING","2023","MA131","673"
"5209","Instructor","SPRING","2023","MA141","651"
"5210","TA","SPRING","2023","MA141","672"
"5211","Instructor","SPRING","2023","MA142","641"
"5212","TA","SPRING","2023","MA142","671"
"5213","Instructor","SPRING","2023","MA211","631"
"5214","TA","SPRING","2023","MA211","671"
"5215","Instructor","SPRING","2023","MA221","621"
"5216","TA","SPRING","2023","MA221","672"
"5217","Instructor","SPRING","2023","MA231","651"
"5218","TA","SPRING","2023","MA231","673"
"5219","Instructor","SPRING","2023","MA241","641"
"5220","TA","SPRING","2023","MA241","673"
"5221","Instructor","SPRING","2023","MA411","601"
"5222","TA","SPRING","2023","MA411","672"
"5223","Instructor","SPRING","2023","MA421","631"
"5224","TA","SPRING","2023","MA421","672"
"5225","Instructor","SPRING","2023","MA431","621"
"5226","TA","SPRING","2023","MA431","671"
"5227","Instructor","SPRING","2023","MA441","601"
"5228","TA","SPRING","2023","MA441","671"
"5301","Instructor","FALL","2023","MA111","651"
"5302","TA","FALL","2023","MA111","671"
"5303","Instructor","FALL","2023","MA121","601"
"5304","TA","FALL","2023","MA121","672"
"5305","Instructor","FALL","2023","MA122","631"
"5306","TA","FALL","2023","MA122","673"
"5307","Instructor","FALL","2023","MA131","641"
"5308","TA","FALL","2023","MA131","672"
"5309","Instructor","FALL","2023","MA141","651"
"5310","TA","FALL","2023","MA141","671"
"5311","Instructor","FALL","2023","MA142","621"
"5312","TA","FALL","2023","MA142","673"
"5313","Instructor","FALL","2023","MA211","631"
"5314","TA","FALL","2023","MA211","672"
"5315","Instructor","FALL","2023","MA221","641"
"5316","TA","FALL","2023","MA221","671"
"5317","Instructor","FALL","2023","MA231","621"
"5318","TA","FALL","2023","MA231","673"
"5319","Instructor","FALL","2023","MA241","651"
"5320","TA","FALL","2023","MA241","671"
"5321","Instructor","FALL","2023","MA411","631"
"5322","TA","FALL","2023","MA411","672"
"5323","Instructor","FALL","2023","MA421","641"
"5324","TA","FALL","2023","MA421","673"
"5325","Instructor","FALL","2023","MA431","621"
"5326","TA","FALL","2023","MA431","672"
"5327","Instructor","FALL","2023","MA441","601"
"5328","TA","FALL","2023","MA441","671"
